"Alcohol","Alcohol_12months","Alcohol_ever","Marijuana","Marijuana_30days","Marijuana_12months","Marijuana_ever","Heroin","Heroin_30days","Heroin_12months","Heroin_ever","Cocaine","Cocaine_30days","Cocaine_12months","Cocaine_ever","Highest_Year_Education_Before_Prison","Race","Age","Sex","State","Crime_type","time_of_use","drug_type","val_num_drugs","num_drugs","Age_group","used_any_ever","used_any_12months"
2,0,1,2,2,2,1,2,2,1,1,2,2,2,1,"Less Than High School","White",29,"Female","PA","Drug","Past 30 days","Heroin",1,"Heroin","25-34",1,1
2,0,1,0,1,1,1,0,2,2,1,0,2,2,1,"Less Than High School","Hispanic",28,"Male","TX","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Some College","White",65,"Female","PA","Public order","Never used","",0,"None","55+",0,0
1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,"Less Than High School","Hispanic",25,"Male","CA","Public order","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
1,1,1,1,1,1,1,0,0,0,2,1,1,1,1,"Less Than High School","Black",26,"Male","GA","Violent","At the time of Arrest","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Black",45,"Male","AL","Violent","Never used","",0,"None","45-55",0,0
1,2,1,1,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",30,"Male","FL","Drug","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","Hispanic",55,"Male","TX","Property","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","45-55",1,0
2,0,1,0,2,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",60,"Male","MI","Drug","Past 12 months","Marijuana",1,"Marijuana","55+",1,1
2,0,1,2,2,2,1,0,0,0,2,0,0,0,2,"High School Graduate","2+ Races",28,"Female","SD","Drug","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
1,0,1,2,2,0,1,0,0,0,2,1,1,0,1,"Less Than High School","Hispanic",39,"Male","NY","Public order","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,0,1,1,1,0,1,1,1,0,1,1,1,"Less Than High School","White",26,"Female","FL","Public order","Past 30 days","Marijuana,Heroin,Cocaine",3,"More than one drug","25-34",1,1
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",24,"Male","PA","Violent","Past 30 days","Marijuana",1,"Marijuana","18-24",1,0
1,1,1,2,1,0,1,0,0,0,2,1,1,0,1,"Less Than High School","Black",39,"Male","FL","Drug","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","35-44",1,1
1,0,1,2,1,0,1,0,0,0,2,1,1,0,1,"Less Than High School","White",38,"Female","TN","Violent","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,0,1,2,1,0,0,0,2,0,2,2,1,"High School Graduate","White",41,"Male","AR","Violent","Past 30 days","Marijuana",1,"Marijuana","35-44",1,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",34,"Male","MS","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",47,"Male","LA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,"High School Graduate","Hispanic",21,"Male","IL","Violent","More than a year ago","Marijuana",1,"Marijuana","18-24",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","White",69,"Female","NM","Property","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",45,"Female","SC","Property","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
1,2,1,1,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",26,"Male","TX","Property","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
2,2,1,0,1,1,1,0,2,2,1,0,1,2,1,"Less Than High School","White",33,"Male","MI","Drug","Past 30 days","Marijuana,Cocaine",2,"More than one drug","25-34",1,1
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Black",34,"Male","NY","Property","More than a year ago","Alcohol",1,"Alcohol","25-34",1,0
2,2,1,0,2,0,1,0,0,0,2,0,1,0,1,"Less Than High School","Hispanic",56,"Male","TX","Drug","Past 30 days","Cocaine",1,"Cocaine","55+",1,0
1,0,1,1,1,2,1,0,0,0,2,0,0,0,2,"Some College","Hispanic",29,"Female","MA","Property","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","White",47,"Male","AL","Property","More than a year ago","Alcohol",1,"Alcohol","45-55",1,0
2,2,1,1,1,1,1,0,0,0,2,2,2,2,1,"Less Than High School","Black",38,"Male","NC","Drug","At the time of Arrest","Marijuana",1,"Marijuana","35-44",1,1
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","2+ Races",57,"Male","GA","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","55+",1,0
-1,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",43,"Male","PA","Violent","More than a year ago","Alcohol",1,"Alcohol","35-44",1,0
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",52,"Male","LA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,1
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","White",56,"Female","WA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","55+",1,0
2,1,1,0,2,2,1,0,0,0,2,0,2,2,1,"High School Graduate","Hispanic",43,"Male","FL","Violent","Past 12 months","Alcohol",1,"Alcohol","35-44",1,1
1,0,1,0,2,0,1,0,0,0,2,0,2,0,1,"Less Than High School","Hispanic",34,"Male","TX","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,0
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","Hispanic",43,"Male","NE","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",52,"Male","PA","Violent","More than a year ago","Marijuana",1,"Marijuana","45-55",1,0
1,0,1,0,2,2,1,0,1,2,1,0,1,2,1,"Less Than High School","Hispanic",56,"Female","TX","Public order","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,0
0,0,2,1,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",28,"Male","TX","Property","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,0,1,2,1,0,2,2,1,0,0,0,2,"Less Than High School","Hispanic",31,"Male","PA","Drug","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
2,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",31,"Male","FL","Drug","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","White",51,"Male","VA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
1,1,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",42,"Male","GA","Public order","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,"High School Graduate","White",36,"Female","TX","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,"High School Graduate","White",39,"Male","CT","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
1,0,1,1,1,0,1,2,2,0,1,2,2,0,1,"Less Than High School","Black",57,"Female","MD","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","55+",1,0
1,2,1,0,2,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",52,"Male","AL","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,1
1,1,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","White",53,"Female","OR","Public order","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",59,"Male","AZ","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","55+",1,0
2,2,1,0,1,1,1,0,0,0,2,0,1,1,1,"Less Than High School","Hispanic",32,"Male","IL","Public order","Past 30 days","Marijuana,Cocaine",2,"More than one drug","25-34",1,1
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,"High School Graduate","White",35,"Male","GA","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
2,2,1,1,1,0,1,0,0,0,2,0,0,0,2,"Some College","White",52,"Female","GA","Drug","At the time of Arrest","Marijuana",1,"Marijuana","45-55",1,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"High School Graduate","White",49,"Female","NC","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
2,0,1,2,2,0,1,0,0,0,2,1,2,0,1,"Some College","White",46,"Male","TX","Violent","At the time of Arrest","Cocaine",1,"Cocaine","45-55",1,0
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"College Degree or More","White",53,"Female","OH","Public order","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",29,"Male","MI","Violent","More than a year ago","Alcohol",1,"Alcohol","25-34",1,0
2,0,1,1,1,1,1,2,2,1,1,2,2,2,1,"High School Graduate","White",30,"Female","WI","Drug","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",27,"Male","TX","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,2,2,2,1,0,0,0,2,1,2,2,1,"Less Than High School","Black",49,"Male","VA","Property","At the time of Arrest","Cocaine",1,"Cocaine","45-55",1,0
1,1,1,0,1,2,1,0,0,0,2,0,2,2,1,"Less Than High School","American Indian/Alaska Native",38,"Male","CA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",49,"Male","MS","Public order","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
2,0,1,0,1,0,1,0,0,0,2,0,1,0,1,"Less Than High School","Black",38,"Male","VA","Violent","Past 30 days","Marijuana,Cocaine",2,"More than one drug","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Some College","Hispanic",79,"Male","CA","Drug","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
1,2,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","White",26,"Male","OH","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,0
1,1,1,0,1,1,1,0,2,2,1,0,2,2,1,"High School Graduate","White",32,"Female","MA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,0,1,2,2,2,1,1,1,1,1,2,1,1,1,"High School Graduate","White",33,"Female","VA","Drug","At the time of Arrest","Heroin",1,"Heroin","25-34",1,1
2,2,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",39,"Male","AR","Violent","At the time of Arrest","Marijuana",1,"Marijuana","35-44",1,0
1,2,1,2,2,2,1,0,0,0,2,1,1,1,1,"High School Graduate","Black",48,"Female","GA","Violent","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","45-55",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Hispanic",55,"Male","NE","Public order","Never used","",0,"None","45-55",0,0
2,0,1,0,0,0,2,0,0,0,2,0,2,2,1,"Less Than High School","2+ Races",48,"Female","NC","Property","More than a year ago","Cocaine,Alcohol",2,"More than one drug","45-55",1,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",49,"Male","AR","Public order","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","White",44,"Female","GA","Property","More than a year ago","Alcohol",1,"Alcohol","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","White",29,"Female","NC","Drug","More than a year ago","Alcohol",1,"Alcohol","25-34",1,0
1,0,1,0,1,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",54,"Male","CA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","Black",53,"Male","CA","Violent","Never used","",0,"None","45-55",0,0
2,2,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","White",50,"Female","WA","Other","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","45-55",1,0
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",53,"Male","CA","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",23,"Male","PA","Violent","Past 30 days","Marijuana",1,"Marijuana","18-24",1,0
2,0,1,1,1,1,1,2,2,2,1,1,1,1,1,"High School Graduate","White",39,"Male","LA","Violent","At the time of Arrest","Marijuana,Cocaine",2,"More than one drug","35-44",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",32,"Female","KS","Property","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","White",28,"Male","GA","Public order","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,0
2,0,1,1,1,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",36,"Male","MI","Violent","At the time of Arrest","Marijuana",1,"Marijuana","35-44",1,0
2,0,1,1,1,2,1,0,0,0,2,2,2,2,1,"High School Graduate","White",57,"Male","AR","Drug","At the time of Arrest","Marijuana",1,"Marijuana","55+",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Black",39,"Male","OH","Drug","Never used","",0,"None","35-44",0,0
1,1,1,2,1,1,1,0,0,0,2,2,2,2,1,"Less Than High School","Black",41,"Male","NV","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
1,0,1,0,2,0,1,0,0,0,2,0,2,0,1,"Less Than High School","White",54,"Male","TX","Public order","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",37,"Female","IN","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,0,1,1,1,0,2,2,1,0,2,2,1,"Less Than High School","White",43,"Male","NV","Property","Past 30 days","Marijuana",1,"Marijuana","35-44",1,1
1,1,1,0,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","White",43,"Male","NH","Public order","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
1,1,1,1,1,1,1,0,0,0,2,2,2,1,1,"High School Graduate","Hispanic",33,"Male","AZ","Drug","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
1,0,1,2,2,0,1,0,0,0,2,2,1,0,1,"Less Than High School","White",27,"Male","PA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,0
2,0,1,1,1,1,1,1,1,1,1,0,0,0,2,"High School Graduate","Black",28,"Male","TX","Violent","At the time of Arrest","Marijuana,Heroin",2,"More than one drug","25-34",1,1
2,0,1,2,1,1,1,2,2,1,1,2,1,1,1,"Less Than High School","Hispanic",44,"Male","GA","Public order","Past 30 days","Marijuana,Cocaine",2,"More than one drug","35-44",1,1
1,0,1,2,1,0,1,2,2,0,1,1,1,0,1,"Less Than High School","White",56,"Male","GA","Violent","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","55+",1,0
2,1,1,0,1,1,1,0,0,0,2,0,2,2,1,"Less Than High School","2+ Races",32,"Male","MI","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
0,0,2,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",34,"Female","TN","Violent","More than a year ago","Marijuana",1,"Marijuana","25-34",1,0
1,0,1,2,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","White",27,"Female","GA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,0
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,"Less Than High School","Black",42,"Female","LA","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
1,1,1,1,1,1,1,0,0,0,2,1,1,1,1,"Less Than High School","White",57,"Male","WV","Violent","At the time of Arrest","Marijuana,Cocaine,Alcohol",3,"More than one drug","55+",1,1
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,"High School Graduate","White",68,"Male","OH","Violent","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,1
1,1,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","Hispanic",36,"Male","TX","Public order","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
1,1,1,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","White",71,"Male","OK","Violent","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,1
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"High School Graduate","White",59,"Male","ID","Public order","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","55+",1,0
2,0,1,1,1,0,1,0,0,0,2,2,2,0,1,"Less Than High School","Black",27,"Male","GA","Violent","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,0
1,1,1,0,2,2,1,0,0,0,2,0,2,2,1,"Some College","White",45,"Female","WI","Public order","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,1
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Some College","Hispanic",50,"Male","AZ","Public order","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","45-55",1,0
0,0,2,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",48,"Male","TX","Violent","Past 30 days","Marijuana",1,"Marijuana","45-55",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",36,"Male","GA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",29,"Male","OH","Drug","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,"High School Graduate","White",33,"Male","SC","Drug","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","25-34",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Some College","2+ Races",65,"Male","MO","Public order","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
0,0,2,1,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",34,"Male","FL","Drug","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",52,"Female","NC","Property","Never used","",0,"None","45-55",0,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",45,"Male","FL","Public order","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
2,0,1,0,2,2,1,0,2,2,1,0,2,2,1,"High School Graduate","Black",49,"Male","FL","Drug","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","45-55",1,0
2,2,1,0,1,1,1,0,2,2,1,0,2,2,1,"High School Graduate","Hispanic",36,"Male","CA","Public order","Past 30 days","Marijuana",1,"Marijuana","35-44",1,1
2,0,1,1,1,2,1,0,0,0,2,2,1,2,1,"Less Than High School","Hispanic",33,"Female","TX","Violent","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,0
1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,"Less Than High School","2+ Races",74,"Female","PA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","White",60,"Male","MO","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","55+",1,0
2,0,1,0,1,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",38,"Male","GA","Violent","Past 30 days","Marijuana",1,"Marijuana","35-44",1,0
0,0,2,0,1,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",32,"Male","FL","Drug","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",59,"Male","IL","Other","More than a year ago","Marijuana,Alcohol",2,"More than one drug","55+",1,0
1,1,1,0,1,0,1,0,0,0,2,0,2,0,1,"High School Graduate","Hispanic",51,"Male","HI","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,1
1,2,1,0,1,2,1,0,2,2,1,0,0,0,2,"Less Than High School","Hispanic",50,"Male","CA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,"Some College","Black",30,"Male","IL","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,2,2,2,1,2,1,1,1,0,0,0,2,"High School Graduate","White",23,"Female","WI","Violent","Past 30 days","Heroin",1,"Heroin","18-24",1,1
2,2,1,0,2,2,1,0,0,0,2,0,2,2,1,"High School Graduate","White",40,"Male","MS","Public order","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","2+ Races",26,"Male","AK","Violent","More than a year ago","Alcohol",1,"Alcohol","25-34",1,0
2,0,1,0,1,0,1,0,0,0,2,0,2,0,1,"Less Than High School","White",28,"Male","NV","Drug","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",50,"Male","MI","Drug","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
2,1,1,1,1,0,1,0,0,0,2,2,2,0,1,"Some College","Black",30,"Male","MO","Violent","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,0,1,1,1,0,2,2,1,0,0,0,2,"Some College","White",27,"Female","SC","Property","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
1,1,1,0,1,1,1,0,0,0,2,0,2,2,1,"Some College","Black",37,"Male","TN","Public order","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
0,0,2,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",28,"Male","CA","Violent","More than a year ago","Marijuana",1,"Marijuana","25-34",1,0
2,0,1,2,2,0,1,0,0,0,2,2,2,0,1,"High School Graduate","2+ Races",35,"Female","VA","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
2,0,1,2,1,1,1,0,0,0,2,2,2,2,1,"High School Graduate","White",46,"Male","OH","Violent","Past 30 days","Marijuana",1,"Marijuana","45-55",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",24,"Male","NC","Violent","Never used","",0,"None","18-24",0,0
2,1,1,2,2,2,1,0,0,0,2,1,1,1,1,"Less Than High School","Black",53,"Female","NC","Violent","At the time of Arrest","Cocaine",1,"Cocaine","45-55",1,1
2,1,1,0,1,2,1,0,0,0,2,0,0,0,2,"Some College","Black",30,"Female","FL","Property","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",41,"Male","GA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,0,2,1,1,0,0,0,2,0,2,2,1,"High School Graduate","Black",40,"Male","OH","Violent","Past 12 months","Marijuana",1,"Marijuana","35-44",1,1
2,0,1,2,1,1,1,1,1,1,1,2,2,2,1,"Less Than High School","Hispanic",36,"Male","NM","Property","At the time of Arrest","Heroin",1,"Heroin","35-44",1,1
1,1,1,1,1,1,1,0,0,0,2,1,1,1,1,"Less Than High School","White",41,"Male","TN","Violent","At the time of Arrest","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Black",35,"Male","SC","Violent","Never used","",0,"None","35-44",0,0
2,2,1,2,2,1,1,0,0,0,2,2,2,2,1,"Less Than High School","White",36,"Male","MO","Drug","Past 12 months","Marijuana",1,"Marijuana","35-44",1,1
1,0,1,1,1,1,1,0,0,0,2,0,0,0,2,"Some College","Black",35,"Male","SC","Public order","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","35-44",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","2+ Races",44,"Male","WI","Violent","Never used","",0,"None","35-44",0,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",52,"Male","FL","Violent","More than a year ago","Alcohol",1,"Alcohol","45-55",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",43,"Male","SC","Drug","Never used","",0,"None","35-44",0,0
2,0,1,2,2,2,1,1,1,1,1,1,1,1,1,"High School Graduate","White",43,"Male","IN","Drug","At the time of Arrest","Heroin,Cocaine",2,"More than one drug","35-44",1,1
2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,"Less Than High School","White",32,"Male","WI","Violent","Past 30 days","Marijuana,Cocaine",2,"More than one drug","25-34",1,1
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",42,"Male","FL","Violent","More than a year ago","Marijuana",1,"Marijuana","35-44",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",53,"Male","TX","Property","Never used","",0,"None","45-55",0,0
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",54,"Male","GA","Public order","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","45-55",1,1
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"High School Graduate","Hispanic",24,"Male","CA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","18-24",1,0
2,0,1,0,1,0,1,0,2,0,1,0,1,0,1,"Less Than High School","Black",59,"Male","PA","Violent","Past 30 days","Marijuana,Cocaine",2,"More than one drug","55+",1,0
1,0,1,0,2,0,1,0,2,0,1,0,2,0,1,"Less Than High School","Black",61,"Male","FL","Violent","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,0
1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,"Less Than High School","Hispanic",35,"Female","AZ","Violent","At the time of Arrest","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,1
1,1,1,2,2,2,1,0,0,0,2,1,1,1,1,"Less Than High School","Black",45,"Female","AZ","Drug","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","45-55",1,1
